mode,load,0_efficientnet_b5-32,1_efficientnet_b6-32,2_inception_v3-4
mps-uncap,0.8,72.26347923278809,82.80348777770996,41.493892669677734
mps-uncap,0.9,66.66207313537598,83.87899398803711,46.87619209289551
mps-uncap,1.0,65.2613639831543,83.51278305053711,46.58794403076172
mps-uncap,0.5,68.25566291809082,74.65672492980957,45.42708396911621
mps-uncap,0.6,66.16735458374023,80.85823059082031,45.71533203125
mps-uncap,0.7,68.06564331054688,78.57775688171387,41.21065139770508
mps-uncap,0.1,90.90733528137207,110.33010482788086,56.15639686584473
mps-uncap,0.2,65.83023071289062,74.35321807861328,43.387413024902344
mps-uncap,0.3,65.36698341369629,76.38692855834961,45.25160789489746
mps-uncap,0.4,66.89786911010742,74.45263862609863,39.167165756225586
