mode,load,0_efficientnet_b5-32,1_efficientnet_b6-32,2_inception_v3-4
mps-uncap,0.8,463.0756020545957,563.4585905075068,145.25017738342316
mps-uncap,0.9,1861.8190789222713,3420.6101036071777,1182.242536544801
mps-uncap,1.0,4311.163702011108,8617.538714408875,6643.390464782715
mps-uncap,0.5,201.93449974059996,182.46390819549563,79.6921920776367
mps-uncap,0.6,257.5567078590398,262.5877261161804,107.84086704254149
mps-uncap,0.7,360.96743345260603,394.95240688323963,97.26538658142088
mps-uncap,0.1,91.16578102111816,108.06657791137692,36.71520471572877
mps-uncap,0.2,66.3340139389038,75.80730915069584,39.826216697692864
mps-uncap,0.3,92.96260595321655,108.42692375183115,45.38829326629637
mps-uncap,0.4,101.73871517181406,226.98446273803802,45.478992462158224
