mode,load,0_efficientnet_b5-32,1_efficientnet_b6-32,2_inception_v3-4
mps-uncap,0.8,60.3795051574707,69.46098804473877,23.243427276611328
mps-uncap,0.9,59.19528007507324,73.7839937210083,34.735679626464844
mps-uncap,1.0,59.19933319091797,74.55110549926758,35.215139389038086
mps-uncap,0.5,34.53803062438965,42.83010959625244,14.825105667114258
mps-uncap,0.6,49.0344762802124,54.322004318237305,16.6473388671875
mps-uncap,0.7,50.92906951904297,62.61324882507324,19.089818000793457
mps-uncap,0.1,31.960487365722656,40.96484184265137,19.1957950592041
mps-uncap,0.2,31.93378448486328,40.80402851104736,16.553163528442383
mps-uncap,0.3,32.389283180236816,41.93830490112305,15.334129333496094
mps-uncap,0.4,32.835960388183594,42.133212089538574,14.819502830505371
