mode,load,0_efficientnet_b5-32,1_efficientnet_b6-32,2_inception_v3-4
mps-uncap,0.8,64.52207565307617,73.9637851715088,34.15579795837403
mps-uncap,0.9,63.045835494995124,79.28133010864258,42.80209541320801
mps-uncap,1.0,63.098716735839844,79.83911037445068,43.05219650268555
mps-uncap,0.5,63.44799995422363,68.56591701507568,33.02927017211915
mps-uncap,0.6,61.63804531097412,73.61781597137451,36.191344261169434
mps-uncap,0.7,63.47191333770752,72.78752326965332,31.839442253112797
mps-uncap,0.1,47.12367057800293,60.27698516845703,20.741868019104004
mps-uncap,0.2,53.78732681274415,60.21957397460938,20.894908905029297
mps-uncap,0.3,56.137990951538086,66.34936332702635,23.97298812866211
mps-uncap,0.4,61.419010162353516,68.63827705383301,23.64206314086914
