mode,load,0_efficientnet_b5-32,1_efficientnet_b6-32,2_inception_v3-4
mps-uncap,0.8,99.00116920471191,132.61067867279053,31.366586685180664
mps-uncap,0.9,787.7722978591919,898.485541343689,228.3000946044922
mps-uncap,1.0,2035.0966453552246,4751.975297927856,3275.761127471924
mps-uncap,0.5,50.70686340332031,62.26551532745361,17.46082305908203
mps-uncap,0.6,58.020830154418945,74.920654296875,22.266149520874023
mps-uncap,0.7,65.72413444519043,76.05743408203125,23.203492164611816
mps-uncap,0.1,32.343149185180664,41.19753837585449,19.42765712738037
mps-uncap,0.2,32.19258785247803,41.02790355682373,16.837596893310547
mps-uncap,0.3,33.10990333557129,43.25675964355469,15.945196151733398
mps-uncap,0.4,34.32273864746094,56.450605392456055,16.02756977081299
