mode,load,0_efficientnet_b5-32,1_efficientnet_b6-32,2_inception_v3-4
mps-uncap,0.8,29.570817947387695,38.50054740905762,8.645057678222656
mps-uncap,0.9,31.984329223632812,46.10323905944824,9.007692337036133
mps-uncap,1.0,60.02068519592285,71.43306732177734,8.870840072631836
mps-uncap,0.5,29.330968856811523,38.2390022277832,8.598089218139648
mps-uncap,0.6,29.387950897216797,38.41543197631836,8.478641510009766
mps-uncap,0.7,29.44207191467285,38.24353218078613,8.508682250976562
mps-uncap,0.1,29.541969299316406,38.18917274475098,10.416746139526367
mps-uncap,0.2,29.45256233215332,38.207292556762695,8.936643600463867
mps-uncap,0.3,29.503822326660156,38.26093673706055,8.66556167602539
mps-uncap,0.4,29.36697006225586,38.35296630859375,8.701324462890625
