mode,load,0_efficientnet_b5-32,1_efficientnet_b6-32,2_inception_v3-4
mps-uncap,0.8,0.011920928955078125,0.011920928955078125,0.011920928955078125
mps-uncap,0.9,0.0133514404296875,0.0133514404296875,0.011920928955078125
mps-uncap,1.0,0.015497207641601562,0.015497207641601562,0.012159347534179688
mps-uncap,0.5,0.010728836059570312,0.011682510375976562,0.011682510375976562
mps-uncap,0.6,0.01239776611328125,0.01239776611328125,0.011920928955078125
mps-uncap,0.7,0.011920928955078125,0.012159347534179688,0.011920928955078125
mps-uncap,0.1,0.017881393432617188,0.01621246337890625,0.01621246337890625
mps-uncap,0.2,0.01239776611328125,0.014781951904296875,0.013113021850585938
mps-uncap,0.3,0.011920928955078125,0.014781951904296875,0.01239776611328125
mps-uncap,0.4,0.014543533325195312,0.01239776611328125,0.011444091796875
