mode,load,0_efficientnet_b5-32,1_efficientnet_b6-32,2_inception_v3-4
mps-uncap,0.8,67.01108932495117,77.04895019531249,40.18714904785156
mps-uncap,0.9,64.32006597518921,81.29286527633667,45.629072189331055
mps-uncap,1.0,64.08420085906982,81.1500072479248,45.696187019348145
mps-uncap,0.5,66.47153854370116,72.5701117515564,42.920849323272705
mps-uncap,0.6,64.8177433013916,79.05452251434325,43.76581907272338
mps-uncap,0.7,66.53751134872437,76.47583961486816,38.6216115951538
mps-uncap,0.1,58.800697326660156,75.52700996398895,31.48251771926882
mps-uncap,0.2,64.29352045059204,69.07322406768802,37.69575119018553
mps-uncap,0.3,64.96350288391113,73.01433563232422,40.80343246459959
mps-uncap,0.4,65.37494659423828,73.3889150619507,37.225506305694594
