mode,load,0_efficientnet_b5-32,1_efficientnet_b6-32,2_inception_v3-4
mps-uncap,0.8,538.0392074584961,613.1768226623535,174.56865310668945
mps-uncap,0.9,1948.007583618164,3563.373327255249,1309.743881225586
mps-uncap,1.0,4519.901990890503,8943.977355957031,6738.048791885376
mps-uncap,0.5,239.89200592041016,216.1996364593506,120.08047103881836
mps-uncap,0.6,326.65443420410156,372.877836227417,160.1545810699463
mps-uncap,0.7,457.3101997375488,483.6916923522949,123.75450134277344
mps-uncap,0.1,115.93461036682129,110.35513877868652,56.20908737182617
mps-uncap,0.2,78.04346084594727,87.9831314086914,43.43295097351074
mps-uncap,0.3,122.76601791381836,149.9013900756836,63.353776931762695
mps-uncap,0.4,117.8121566772461,297.3647117614746,93.84369850158691
