mode,load,0_efficientnet_b6-4,1_efficientnet_b6-4
mig,0.1,30.697607994079586,30.804595947265625
mig,0.2,21.110782623291016,26.6701173782348
mig,0.3,20.795340538024902,20.793170928955078
mig,0.4,20.456724166870117,20.297527313232422
mig,0.5,19.678468704223636,19.551954269409176
mig,0.6,18.775205612182614,19.25631999969482
mig,0.7,18.820753097534183,19.017267227172848
mig,0.8,18.520090579986572,18.773207664489746
mig,0.9,18.87369155883789,18.652553558349613
mig,1.0,18.76333713531494,19.009819030761708
