mode,load,0_efficientnet_b6-4,1_efficientnet_b6-4
mig,0.1,33.368039131164494,28.643293380737248
mig,0.2,42.18767166137698,28.514008522033688
mig,0.3,57.80545949935911,38.33626985549926
mig,0.4,75.55009841918944,50.840473175048864
mig,0.5,166.08717918396056,101.38117790222148
mig,0.6,381.4465951919553,272.85361766815186
mig,0.7,6093.0927085876465,751.3029909133911
mig,0.8,12325.714087486267,5355.388352870941
mig,0.9,18614.0878200531,10024.186313152313
mig,1.0,22782.90498018265,15304.483041763306
