mode,load,0_efficientnet_b6-4,1_efficientnet_b6-4
mig,0.1,0.03218650817871094,0.031232833862304688
mig,0.2,0.030517578125,0.027894973754882812
mig,0.3,0.04279613494873047,0.028967857360839844
mig,0.4,9.565591812133789,2.7031898498535156
mig,0.5,24.71780776977539,12.489557266235352
mig,0.6,88.03284168243408,28.83625030517578
mig,0.7,3002.878427505493,249.47690963745117
mig,0.8,6673.199772834778,2116.7489290237427
mig,0.9,9252.306699752808,5186.5715980529785
mig,1.0,11237.520217895508,7315.331935882568
