mode,load,0_efficientnet_b6-4,1_efficientnet_b6-4
mig,0.1,17.044782638549805,17.218589782714844
mig,0.2,17.408370971679688,17.44985580444336
mig,0.3,17.360448837280273,17.362594604492188
mig,0.4,17.583608627319336,17.271995544433594
mig,0.5,17.331600189208984,17.121315002441406
mig,0.6,17.27890968322754,17.493009567260742
mig,0.7,17.414093017578125,17.612934112548828
mig,0.8,17.208337783813477,17.498016357421875
mig,0.9,17.394304275512695,17.310619354248047
mig,1.0,17.32778549194336,17.361164093017578
