mode,load,0_densenet161-32,1_resnet18-32,2_resnet18-4
mps-uncap,0.8,59.46624517440796,18.601121902465824,14.922852516174315
mps-uncap,0.9,61.90360069274902,17.22792625427246,14.715697765350344
mps-uncap,1.0,62.08651065826415,17.348766326904297,15.167303085327145
mps-uncap,0.5,55.81047534942628,18.22866678237915,13.35371017456054
mps-uncap,0.6,60.05326271057128,18.42770576477051,14.17078971862793
mps-uncap,0.7,60.3878116607666,18.350312709808364,13.769941329956056
mps-uncap,0.1,56.45127534866327,17.090606689453082,9.798765182495117
mps-uncap,0.2,50.16751766204834,17.660655975341786,10.245556831359856
mps-uncap,0.3,51.502609252929666,17.53444910049438,11.320343017578134
mps-uncap,0.4,56.29066705703735,18.43624830245972,12.599501609802246
