mode,load,0_mobilenet_v3_large-2,1_mobilenet_v3_large-2,2_mobilenet_v3_large-2,3_mobilenet_v3_large-2
mig,0.1,16.03516340255737,15.350818634033203,16.13396406173706,15.49380064010623
mig,0.2,19.926271438598626,21.04804992675781,20.310640335083047,21.04233741760257
mig,0.3,19.502849578857425,19.773454666137702,20.345625877380364,20.775566101074222
mig,0.4,17.233715057373054,16.85871601104737,18.096261024475098,18.060903549194393
mig,0.5,14.4082355499268,14.51928138732912,15.556426048278803,14.919071197509755
mig,0.6,16.237998008728027,15.594549179077148,15.439763069152747,16.622543334960927
mig,0.7,20.35473823547363,23.603701591491696,21.16005420684814,19.839966297149655
mig,0.8,26.20790004730229,33.921191692352295,28.957710266113267,25.371742248535142
mig,0.9,69.37778234481807,66.54412746429465,67.7342891693113,40.96423625946047
mig,1.0,322.49421834945673,294.2834234237671,167.07472801208502,97.64310359954833
