mode,load,0_mobilenet_v3_large-2,1_mobilenet_v3_large-2,2_mobilenet_v3_large-2,3_mobilenet_v3_large-2
mig,0.1,7.163691520690918,7.134795188903809,7.15007781982422,7.104063034057617
mig,0.2,7.313632965087891,7.103586196899415,7.193565368652344,7.33642578125
mig,0.3,6.2359094619750985,6.332159042358398,6.303024291992188,6.400871276855469
mig,0.4,4.798603057861328,4.7588348388671875,4.783439636230469,4.888296127319336
mig,0.5,3.072786331176758,4.464912414550781,4.44793701171875,4.417896270751953
mig,0.6,2.9794692993164067,2.9320716857910156,2.962970733642578,3.0603408813476562
mig,0.7,2.877473831176758,2.9397010803222656,2.9222965240478516,2.9418468475341797
mig,0.8,2.8967857360839844,2.8888463973999023,2.948760986328125,2.9175281524658203
mig,0.9,2.8634071350097656,2.851724624633789,2.9935836791992188,2.8977394104003906
mig,1.0,2.920389175415039,2.905130386352539,2.9249191284179688,2.8451442718505864
