mode,load,0_mobilenet_v3_large-2,1_mobilenet_v3_large-2,2_mobilenet_v3_large-2,3_mobilenet_v3_large-2
mig,0.1,2.828359603881836,2.7840137481689453,2.7823448181152344,2.7577877044677734
mig,0.2,2.768278121948242,2.789020538330078,2.7446746826171875,2.794504165649414
mig,0.3,2.7153491973876953,2.760648727416992,2.7976036071777344,2.813577651977539
mig,0.4,2.794504165649414,2.7594566345214844,2.7375221252441406,2.8536319732666016
mig,0.5,2.788066864013672,2.724885940551758,2.719879150390625,2.728700637817383
mig,0.6,2.7294158935546875,2.711057662963867,2.7108192443847656,2.7511119842529297
mig,0.7,2.6862621307373047,2.7484893798828125,2.727985382080078,2.775907516479492
mig,0.8,2.7213096618652344,2.6912689208984375,2.7861595153808594,2.7544498443603516
mig,0.9,2.7065277099609375,2.7055740356445312,2.7379989624023438,2.7701854705810547
mig,1.0,2.8221607208251953,2.788066864013672,2.779722213745117,2.732992172241211
