mode,load,0_mobilenet_v3_large-2,1_mobilenet_v3_large-2,2_mobilenet_v3_large-2,3_mobilenet_v3_large-2
mig,0.1,9.494500160217274,8.942663669586182,9.690349102020269,9.36069488525392
mig,0.2,14.520130157470698,15.437211990356406,14.933252334594732,15.436060428619387
mig,0.3,14.916703701019287,15.081815719604494,15.882782936096188,16.72599792480469
mig,0.4,13.685474395751953,13.311736583709752,14.80812072753905,14.420204162597672
mig,0.5,11.428585052490241,11.209487915039068,12.241151332855134,11.589660644531243
mig,0.6,13.44308376312257,12.825450897216799,12.617459297180082,13.513755798339837
mig,0.7,17.623872756958004,20.810735225677483,18.37224960327148,16.964740753173828
mig,0.8,23.33867788314821,31.090245246887207,26.11249923706053,22.56697416305541
mig,0.9,66.58028841018671,63.8018369674683,64.73713874816882,38.16630601882936
mig,1.0,319.6040558815002,291.4207696914673,164.23552513122561,94.868688583374
