mode,load,0_mobilenet_v3_large-2,1_mobilenet_v3_large-2,2_mobilenet_v3_large-2,3_mobilenet_v3_large-2
mig,0.1,21.529197692871094,20.63465118408203,19.6073055267334,22.127389907836914
mig,0.2,30.74336051940918,27.115583419799805,27.542829513549805,38.338422775268555
mig,0.3,36.597251892089844,27.988195419311523,29.883623123168945,39.832353591918945
mig,0.4,25.696277618408203,26.875019073486328,29.628753662109375,30.020475387573242
mig,0.5,23.303747177124023,26.66020393371582,26.20840072631836,22.673368453979492
mig,0.6,26.584863662719727,31.010150909423828,26.5045166015625,43.782711029052734
mig,0.7,43.786048889160156,45.14145851135254,28.466224670410156,28.37991714477539
mig,0.8,43.05768013000488,55.21988868713379,47.95265197753906,39.12806510925293
mig,0.9,94.6650505065918,104.07376289367676,91.67623519897461,51.03921890258789
mig,1.0,348.09136390686035,314.1055107116699,197.2818374633789,112.59269714355469
