mode,load,0_mobilenet_v3_large-2,1_mobilenet_v3_large-2,2_mobilenet_v3_large-2,3_mobilenet_v3_large-2
mig,0.1,0.04506111145019531,0.04458427429199219,0.04553794860839844,0.04649162292480469
mig,0.2,0.045299530029296875,0.04673004150390625,0.048160552978515625,0.04482269287109375
mig,0.3,0.051021575927734375,0.04744529724121094,0.05221366882324219,0.049114227294921875
mig,0.4,0.31495094299316406,0.4640817642211914,0.3933906555175781,0.4286766052246094
mig,0.5,0.4048347473144531,0.5815029144287109,0.42426586151123047,0.5004405975341797
mig,0.6,1.1081695556640625,1.1067390441894531,1.1382102966308594,1.068115234375
mig,0.7,2.0530223846435547,2.1103620529174805,2.174854278564453,2.0145177841186523
mig,0.8,3.170609474182129,3.575444221496582,3.270387649536133,3.116488456726074
mig,0.9,9.023308753967285,8.546113967895508,8.153200149536133,5.442500114440918
mig,1.0,154.96981143951416,136.0008716583252,41.73922538757324,17.244815826416016
