mode,load,0_mobilenet_v3_large-2,1_mobilenet_v3_large-2,2_mobilenet_v3_large-2,3_mobilenet_v3_large-2
mig,0.1,6.673574447631836,6.647467613220215,6.653308868408203,6.622195243835449
mig,0.2,5.932331085205078,6.315708160400391,6.280422210693359,6.346940994262695
mig,0.3,4.553318023681641,4.58216667175293,4.634618759155273,4.634380340576172
mig,0.4,2.9854774475097656,3.0219554901123047,3.593921661376953,3.359079360961914
mig,0.5,2.8657913208007812,2.832174301147461,2.815723419189453,2.809286117553711
mig,0.6,2.8035640716552734,2.778768539428711,2.788543701171875,2.8312206268310547
mig,0.7,2.7511119842529297,2.8142929077148438,2.785801887512207,2.828359603881836
mig,0.8,2.7806758880615234,2.7458667755126953,2.836465835571289,2.8069019317626953
mig,0.9,2.763509750366211,2.7632713317871094,2.827882766723633,2.817392349243164
mig,1.0,2.8564929962158203,2.839326858520508,2.839326858520508,2.779722213745117
