mode,load,0_mobilenet_v3_large-2,1_mobilenet_v3_large-2,2_mobilenet_v3_large-2,3_mobilenet_v3_large-2
mig,0.1,15.032768249511719,16.230106353759766,13.117313385009766,14.546871185302734
mig,0.2,25.515079498291016,21.432876586914062,23.097515106201172,35.19940376281738
mig,0.3,32.1195125579834,23.262739181518555,27.0388126373291,35.31193733215332
mig,0.4,22.576332092285156,23.912429809570312,26.90863609313965,27.164459228515625
mig,0.5,20.48945426940918,23.93627166748047,23.478984832763672,19.887685775756836
mig,0.6,23.82659912109375,28.234481811523438,23.730039596557617,40.044546127319336
mig,0.7,41.04781150817871,42.397499084472656,25.730371475219727,25.54607391357422
mig,0.8,40.31252861022949,52.5360107421875,45.122623443603516,36.328792572021484
mig,0.9,91.7978286743164,101.25899314880371,88.58919143676758,48.28238487243652
mig,1.0,345.22318840026855,311.2959861755371,194.48328018188477,109.85255241394043
