mode,load,0_mobilenet_v3_large-2,1_mobilenet_v3_large-2,2_mobilenet_v3_large-2,3_mobilenet_v3_large-2
mig,0.1,2.7718544006347656,2.7532577514648438,2.7506351470947266,2.748250961303711
mig,0.2,2.7360916137695312,2.7141571044921875,2.6917457580566406,2.7806758880615234
mig,0.3,2.6912689208984375,2.714395523071289,2.762317657470703,2.7751922607421875
mig,0.4,2.743244171142578,2.7043819427490234,2.6862621307373047,2.818584442138672
mig,0.5,2.75421142578125,2.689361572265625,2.672433853149414,2.6988983154296875
mig,0.6,2.6960372924804688,2.668619155883789,2.6793479919433594,2.7208328247070312
mig,0.7,2.6519298553466797,2.6955604553222656,2.6917457580566406,2.7348995208740234
mig,0.8,2.6798248291015625,2.643585205078125,2.7337074279785156,2.717733383178711
mig,0.9,2.6662349700927734,2.663135528564453,2.7015209197998047,2.732992172241211
mig,1.0,2.760648727416992,2.725839614868164,2.7306079864501953,2.687215805053711
