mode,load,0_mobilenet_v3_large-2,1_mobilenet_v3_large-2,2_mobilenet_v3_large-2,3_mobilenet_v3_large-2
mig,0.1,8.378744125366211,8.466720581054688,8.806705474853516,8.139371871948242
mig,0.2,8.323192596435547,8.305072784423828,8.069992065429688,8.279800415039062
mig,0.3,8.332490921020508,8.629322052001953,8.438348770141602,8.546113967895508
mig,0.4,7.675886154174805,7.077693939208984,8.352994918823242,7.248163223266602
mig,0.5,6.198406219482422,6.346940994262695,8.533477783203125,6.351470947265625
mig,0.6,5.923032760620117,6.021738052368164,5.728960037231445,6.283998489379883
mig,0.7,5.815029144287109,4.871845245361328,5.733251571655273,4.803895950317383
mig,0.8,4.820108413696289,4.530906677246094,4.608631134033203,5.407810211181641
mig,0.9,4.0988922119140625,4.308223724365234,4.312038421630859,4.516363143920898
mig,1.0,3.6308765411376953,4.022359848022461,3.626585006713867,3.890514373779297
