mode,load,0_densenet121-8,1_mobilenet_v3_large-4,2_squeezenet1_1-16
mps-uncap,0.8,6.837606430053711,2.679586410522461,2.0275115966796875
mps-uncap,0.9,6.644487380981445,2.7167797088623047,2.026796340942383
mps-uncap,1.0,6.998300552368164,2.735614776611328,2.0294189453125
mps-uncap,0.5,6.850481033325195,2.757549285888672,2.0284652709960938
mps-uncap,0.6,6.790637969970703,2.669811248779297,2.038717269897461
mps-uncap,0.7,6.849050521850586,2.6807785034179688,2.0241737365722656
mps-uncap,0.1,6.940364837646484,2.7437210083007812,2.033710479736328
mps-uncap,0.2,7.137060165405273,2.763509750366211,2.041339874267578
mps-uncap,0.3,6.808757781982422,2.722024917602539,2.032041549682617
mps-uncap,0.4,6.939172744750977,2.704143524169922,2.030611038208008
