mode,load,0_densenet121-8,1_mobilenet_v3_large-4,2_squeezenet1_1-16
mps-uncap,0.8,59.22022581100463,25.390238761901827,14.632582664489746
mps-uncap,0.9,178.62319946289062,45.617146492004466,26.8989086151123
mps-uncap,1.0,1757.532367706299,127.98717021942142,46.595573425292926
mps-uncap,0.5,24.350337982177724,13.931550979614247,6.291286945343028
mps-uncap,0.6,33.34575176239013,12.651133537292486,9.325065612792963
mps-uncap,0.7,34.37122344970704,12.878885269165048,11.751198768615723
mps-uncap,0.1,15.118474960327116,9.553337097167967,2.4069595336914062
mps-uncap,0.2,21.184985637664795,16.36971473693848,3.1700325012207
mps-uncap,0.3,25.10893344879167,16.594014167785613,4.507017135620111
mps-uncap,0.4,27.270984649658235,15.300493240356445,5.383727550506592
