mode,load,0_densenet121-8,1_mobilenet_v3_large-4,2_squeezenet1_1-16
mps-uncap,0.8,590.2578796800517,822.0661564863414,4131.4079785787635
mps-uncap,0.9,673.3160367022027,923.2261477786403,4577.669069611356
mps-uncap,1.0,713.5488240699497,1024.2800282638227,5166.045337592281
mps-uncap,0.5,360.5146229718652,522.2927724493647,2550.2705730780795
mps-uncap,0.6,438.48404218433444,604.2304793767074,3089.1796000944864
mps-uncap,0.7,503.43115836481365,715.739307750912,3620.7915079630893
mps-uncap,0.1,74.56862805807168,102.83216674323305,536.1186669333196
mps-uncap,0.2,145.756560359667,209.5003352563794,1037.3178604195073
mps-uncap,0.3,215.1125831171603,299.2328631980228,1547.088762114966
mps-uncap,0.4,299.03106515143304,408.37170238907606,2068.534330947171
