mode,load,0_densenet121-8,1_mobilenet_v3_large-4,2_squeezenet1_1-16
mps-uncap,0.8,6.928443908691406,2.7408599853515625,2.039670944213867
mps-uncap,0.9,6.75201416015625,2.7582645416259766,2.0394325256347656
mps-uncap,1.0,7.203578948974609,2.7894973754882812,2.0477771759033203
mps-uncap,0.5,6.932973861694336,2.7899742126464844,2.039194107055664
mps-uncap,0.6,6.827354431152344,2.7074813842773438,2.0530223846435547
mps-uncap,0.7,6.93821907043457,2.7158260345458984,2.0389556884765625
mps-uncap,0.1,7.002353668212891,2.7883052825927734,2.0470619201660156
mps-uncap,0.2,7.1697235107421875,2.7937889099121094,2.053976058959961
mps-uncap,0.3,6.922245025634766,2.7701854705810547,2.0444393157958984
mps-uncap,0.4,7.049083709716797,2.7604103088378906,2.0461082458496094
