mode,load,0_densenet121-8,1_mobilenet_v3_large-4,2_squeezenet1_1-16
mps-uncap,0.8,15.095710754394531,5.886673927307129,4.272103309631348
mps-uncap,0.9,26.811718940734863,8.152961730957031,6.682157516479492
mps-uncap,1.0,695.610523223877,33.5540771484375,11.945962905883789
mps-uncap,0.5,11.536121368408203,5.01704216003418,2.7322769165039062
mps-uncap,0.6,11.25955581665039,4.597187042236328,3.1949281692504883
mps-uncap,0.7,11.738300323486328,4.543304443359375,3.5583972930908203
mps-uncap,0.1,16.8914794921875,7.062196731567383,2.6378631591796875
mps-uncap,0.2,16.579389572143555,7.326245307922363,2.7923583984375
mps-uncap,0.3,13.075709342956543,7.010221481323242,2.822399139404297
mps-uncap,0.4,12.482881546020508,6.0454607009887695,2.848386764526367
