mode,load,0_densenet121-8,1_mobilenet_v3_large-4,2_squeezenet1_1-16
mps-uncap,0.8,12.382745742797852,5.624055862426758,4.183053970336914
mps-uncap,0.9,11.92474365234375,5.401611328125,4.335641860961914
mps-uncap,1.0,14.284372329711914,5.593299865722656,4.695892333984375
mps-uncap,0.5,18.842697143554688,7.704973220825195,3.706216812133789
mps-uncap,0.6,15.021324157714844,7.28607177734375,3.997802734375
mps-uncap,0.7,12.86005973815918,6.957054138183594,3.8619041442871094
mps-uncap,0.1,19.32501792907715,8.271455764770508,3.9300918579101562
mps-uncap,0.2,19.779443740844727,8.944511413574219,3.7975311279296875
mps-uncap,0.3,24.334192276000977,11.93094253540039,4.791975021362305
mps-uncap,0.4,19.385576248168945,8.157014846801758,4.771232604980469
