mode,load,0_densenet121-8,1_mobilenet_v3_large-4,2_squeezenet1_1-16
mps-uncap,0.8,69.17901277542114,28.48374128341666,17.40288734436035
mps-uncap,0.9,189.2392635345459,49.1728734970093,29.741239547729474
mps-uncap,1.0,1767.681465148926,131.87085390090948,49.34512615203857
mps-uncap,0.5,33.228483200073235,17.817554473876953,8.933143615722663
mps-uncap,0.6,42.61432886123652,16.231575012207035,11.850819587707512
mps-uncap,0.7,43.624482154846206,16.04099273681641,14.489364624023445
mps-uncap,0.1,31.88556432723997,16.060733795166016,4.845380783081046
mps-uncap,0.2,35.54206371307374,21.958928108215332,5.762147903442383
mps-uncap,0.3,35.63320636749268,21.72492504119871,7.130942344665521
mps-uncap,0.4,35.90328693389895,20.312070846557617,8.004295825958252
