mode,load,0_densenet121-8,1_mobilenet_v3_large-4,2_squeezenet1_1-16
mps-uncap,0.8,9.302496910095215,3.232717514038086,2.6078224182128906
mps-uncap,0.9,10.206103324890137,3.3807754516601562,2.7227401733398438
mps-uncap,1.0,11.714935302734375,3.5817623138427734,2.6807785034179688
mps-uncap,0.5,9.022235870361328,4.068851470947266,2.4688243865966797
mps-uncap,0.6,8.811354637145996,3.1363964080810547,2.4929046630859375
mps-uncap,0.7,9.022712707519531,3.0863285064697266,2.5033950805664062
mps-uncap,0.1,16.727328300476074,6.82675838470459,2.566814422607422
mps-uncap,0.2,13.231873512268066,6.824851036071777,2.642393112182617
mps-uncap,0.3,11.9856595993042,6.129264831542969,2.5892257690429688
mps-uncap,0.4,10.23721694946289,4.594922065734863,2.5495290756225586
