mode,load,0_densenet121-8,1_mobilenet_v3_large-4,2_squeezenet1_1-16
mps-uncap,0.8,35.9285593032837,14.409661293029783,10.434627532958984
mps-uncap,0.9,96.44913673400879,23.08588027954104,17.846107482910156
mps-uncap,1.0,1411.8661403656006,91.79973602294922,32.045984268188484
mps-uncap,0.5,21.041297912597653,10.58187484741211,5.35364151000977
mps-uncap,0.6,22.657132148742672,9.388160705566406,6.7306280136108425
mps-uncap,0.7,25.737476348876953,9.50164794921875,7.904529571533203
mps-uncap,0.1,19.229602813720703,10.188460350036621,2.9830455780029297
mps-uncap,0.2,23.983335494995128,13.104748725891115,3.804540634155274
mps-uncap,0.3,22.484898567199707,13.362789154052736,4.425573348999023
mps-uncap,0.4,22.0491886138916,11.942458152770996,5.15396595001221
