mode,load,0_densenet121-8,1_mobilenet_v3_large-4,2_squeezenet1_1-16
mps-uncap,0.8,11.203653812408447,4.984467029571532,3.7546753883361816
mps-uncap,0.9,11.33882999420166,5.080018043518068,3.7717342376708984
mps-uncap,1.0,12.522544860839844,5.156445503234863,3.6662626266479488
mps-uncap,0.5,13.73036384582519,6.551918983459471,3.5456633567810063
mps-uncap,0.6,12.870323657989502,5.8216476440429705,3.7310218811035143
mps-uncap,0.7,11.925206184387207,4.9442481994628915,3.73077392578125
mps-uncap,0.1,19.13966655731201,7.887363433837891,3.2529067993164054
mps-uncap,0.2,19.465129375457764,8.013734817504883,3.474044799804687
mps-uncap,0.3,19.013965129852295,7.917919158935546,3.5641551017761226
mps-uncap,0.4,17.868161201477065,7.554144859313964,3.6881399154663086
