mode,load,0_mobilenet_v3_small-16,1_mobilenet_v3_large-2,2_resnet152-4
mps-uncap,1.0,4.0798187255859375,4.779815673828125,13.331174850463867
mig,1.0,4.164934158325195,4.899024963378906,15.071868896484375
