mode,load,0_mobilenet_v3_small-16,1_mobilenet_v3_large-2,2_resnet152-4
mps-uncap,1.0,4.219293594360352,4.950046539306641,13.86415958404541
mig,1.0,4.311800003051758,5.080938339233398,15.436315536499025
