mode,load,0_mobilenet_v3_small-16,1_mobilenet_v3_large-2,2_resnet152-4
mps-uncap,1.0,4.219532012939453,4.950284957885742,13.864278793334961
mig,1.0,4.311800003051758,5.080938339233398,15.436339378356935
