mode,load,0_mobilenet_v3_small-16,1_mobilenet_v3_large-2,2_resnet152-4
mps-uncap,1.0,18.761396408081055,12.150764465332031,26.134252548217773
mig,1.0,16.58916473388672,13.233661651611328,29.480934143066406
