mode,load,0_efficientnet_b6-2,1_mobilenet_v3_small-2,2_squeezenet1_1-2
mps-uncap,1.0,17.30489730834961,3.9985179901123047,1.6624927520751953
mig,1.0,16.843795776367188,4.049062728881836,1.7094612121582031
