mode,load,0_efficientnet_b6-2,1_mobilenet_v3_small-2,2_squeezenet1_1-2
mps-uncap,1.0,112.1924774194749,486.5573620389775,1157.4078858211942
mig,1.0,115.59906249071625,481.0024031035181,1126.1464193125892
