mode,load,0_efficientnet_b6-2,1_mobilenet_v3_small-2,2_squeezenet1_1-2
mps-uncap,1.0,17.30513572692871,3.9987564086914062,1.6627311706542969
mig,1.0,16.84403419494629,4.0493011474609375,1.7094612121582031
