mode,load,0_efficientnet_b6-2,1_mobilenet_v3_small-2,2_squeezenet1_1-2
mps-uncap,1.0,23.736238479614258,16.178607940673828,14.50490951538086
mig,1.0,28.107643127441406,15.486955642700195,13.930559158325195
