mode,load,0_densenet201-8,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_large-32
mps-uncap,1.0,127.31151080577679,2272.0153774098694,2272.0092666671917,2268.6049493206046
