mode,load,0_densenet201-8,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_large-32
mps-uncap,1.0,0.00095367431640625,0.0007152557373046875,0.000476837158203125,0.0064373016357421875
