mode,load,0_densenet161-8,1_densenet169-4,2_resnet152-4
mps-uncap,0.8,373.51362654727956,203.5726356420457,257.9113054218791
mps-uncap,0.9,409.6302544413399,222.173161413768,265.6637089057794
mps-uncap,1.0,450.3032432614039,221.70797720936687,262.373515208781
mps-uncap,0.5,237.11207013346046,131.44367470534115,165.31183283043902
mps-uncap,0.6,283.8272534725087,151.23146982333,200.0715107845801
mps-uncap,0.7,319.336329555258,174.47176493571362,226.81898864946436
mps-uncap,0.1,47.984715809151254,24.52938363872149,32.12156193112617
mps-uncap,0.2,90.22036383450903,50.19668870712679,64.41197785618259
mps-uncap,0.3,138.6961618268231,76.75540273335206,100.16579501900674
mps-uncap,0.4,186.09840012782735,99.01281468947114,130.73474817518857
