mode,load,0_densenet161-8,1_densenet169-4,2_resnet152-4
mps-uncap,0.8,216.17436408996582,545.3786849975586,468.8572883605957
mps-uncap,0.9,474.0791320800781,3234.398603439331,8645.967245101929
mps-uncap,1.0,1797.7087497711182,6161.952018737793,12735.487461090088
mps-uncap,0.5,104.54869270324707,127.56013870239258,110.7473373413086
mps-uncap,0.6,160.82119941711426,165.4794216156006,131.4220428466797
mps-uncap,0.7,141.28637313842773,227.70094871520996,210.32047271728516
mps-uncap,0.1,49.739837646484375,53.014516830444336,52.52790451049805
mps-uncap,0.2,63.96198272705078,73.13871383666992,49.005746841430664
mps-uncap,0.3,71.37942314147949,72.91412353515625,64.86010551452637
mps-uncap,0.4,84.0146541595459,121.1845874786377,110.02755165100098
