mode,load,0_densenet161-8,1_densenet169-4,2_resnet152-4
mps-uncap,0.8,19.98591423034668,21.767854690551758,23.774385452270508
mps-uncap,0.9,31.48937225341797,33.15472602844238,30.44891357421875
mps-uncap,1.0,31.238317489624023,33.518314361572266,30.195236206054688
mps-uncap,0.5,23.346662521362305,20.238876342773438,20.56121826171875
mps-uncap,0.6,31.09431266784668,20.139217376708984,29.181241989135742
mps-uncap,0.7,29.753446578979492,26.964902877807617,24.688243865966797
mps-uncap,0.1,35.92419624328613,33.40911865234375,31.449317932128906
mps-uncap,0.2,29.930591583251953,31.343460083007812,35.12859344482422
mps-uncap,0.3,31.261444091796875,28.486013412475586,23.730754852294922
mps-uncap,0.4,33.27369689941406,27.020692825317383,24.071455001831055
