mode,load,0_densenet161-8,1_densenet169-4,2_resnet152-4
mps-uncap,0.8,0.01049041748046875,0.012159347534179688,0.012874603271484375
mps-uncap,0.9,0.01239776611328125,0.013113021850585938,0.012874603271484375
mps-uncap,1.0,0.0133514404296875,0.0133514404296875,0.013589859008789062
mps-uncap,0.5,0.01049041748046875,0.0095367431640625,0.011444091796875
mps-uncap,0.6,0.010013580322265625,0.012159347534179688,0.011682510375976562
mps-uncap,0.7,0.012159347534179688,0.011682510375976562,0.010013580322265625
mps-uncap,0.1,0.011920928955078125,0.012159347534179688,0.012159347534179688
mps-uncap,0.2,0.012159347534179688,0.01239776611328125,0.010013580322265625
mps-uncap,0.3,0.012636184692382812,0.012159347534179688,0.010013580322265625
mps-uncap,0.4,0.01239776611328125,0.01239776611328125,0.011444091796875
