mode,load,0_densenet161-8,1_densenet169-4,2_resnet152-4
mps-uncap,0.8,17.095208168029785,17.79794692993164,14.913797378540039
mps-uncap,0.9,17.182111740112305,17.821431159973145,15.159368515014648
mps-uncap,1.0,17.208576202392578,17.952680587768555,15.298604965209961
mps-uncap,0.5,17.230510711669922,17.35091209411621,13.883590698242188
mps-uncap,0.6,17.119884490966797,17.384767532348633,13.982295989990234
mps-uncap,0.7,16.828298568725586,17.2882080078125,14.299750328063965
mps-uncap,0.1,19.38486099243164,19.6075439453125,18.06020736694336
mps-uncap,0.2,18.037080764770508,18.410921096801758,14.802694320678711
mps-uncap,0.3,17.557859420776367,17.861604690551758,14.12343978881836
mps-uncap,0.4,17.145395278930664,17.348527908325195,13.91291618347168
