mode,load,0_densenet121-16,1_densenet121-16,2_densenet121-16,3_densenet121-16
mig,0.1,62.93984820754102,61.51334591044199,54.71321946743379,35.39798571416402
mig,0.2,122.24906650631704,130.36533540058636,123.42667727964064,58.80103659679924
mig,0.3,179.9685204876298,182.98129994505425,195.50804788049342,94.27364338432346
mig,0.4,245.66756186978947,255.49403732577363,262.9500703592401,132.12162084923207
mig,0.5,321.56168707941487,311.3588995727183,315.54158707327053,160.61872640870246
mig,0.6,388.1757728987803,369.6390785566173,383.0712597832545,182.58743703681998
mig,0.7,468.3136448030081,442.54447989811666,437.7149525223723,238.43756404737442
mig,0.8,521.3455934648555,509.64832447633114,469.9140557673272,265.3530138555808
mig,0.9,560.3895395436243,568.2339519784531,533.7042659624943,290.6160824986767
mig,1.0,627.977926229952,624.6420381904928,632.8497994794358,327.9573465525269
