mode,load,0_densenet161-32,1_mobilenet_v2-32,2_mobilenet_v3_large-16,3_vgg19-16
mps-uncap,1.0,0.000476837158203125,0.0007152557373046875,0.0064373016357421875,0.0007152557373046875
