mode,load,0_vgg13-32,1_vgg13-32,2_vgg13-32,3_vgg13-32
mig,0.1,59.05317893682249,58.04586771268054,61.31359612852397,23.401594547653875
mig,0.2,125.67456251105234,108.20111072604087,119.76981569370491,56.950633740737445
mig,0.3,175.09242975745693,165.83029702598182,157.0467348618788,90.6294219499774
mig,0.4,226.96918991314013,240.5740133283059,238.6283139482372,117.12392164763936
mig,0.5,300.65949666021334,291.19841878109065,292.11325953408476,158.91918594572957
mig,0.6,351.5009122915509,351.3094982353793,337.2220274561836,183.86986575798036
mig,0.7,387.5684503550668,428.961394624074,396.1843521133482,209.19053474089282
mig,0.8,452.72494168781424,466.83543577835025,487.4087432079874,257.22234673075803
mig,0.9,551.7187377795065,503.3644182578129,549.4714176561955,248.24340414904157
mig,1.0,585.665433846541,580.658662587141,578.7883902135113,289.7556624805355
