mode,load,0_inception_v3-32,1_mobilenet_v2-32,2_mobilenet_v2-4,3_mobilenet_v3_small-8
mps-uncap,1.0,1308.1385160620473,2995.816131480397,575.781931991805,1082.4991135421615
