mode,load,0_alexnet-32,1_inception_v3-2,2_vgg11-32
mps-uncap,0.8,140.8226490020752,272.2654342651367,237.7758026123047
mps-uncap,0.9,1221.9951152801514,755.2270889282227,1600.7378101348877
mps-uncap,1.0,7506.175994873047,521.3007926940918,5427.365303039551
mps-uncap,0.5,56.75554275512695,66.07627868652344,68.4657096862793
mps-uncap,0.6,82.14831352233887,89.13493156433105,133.71706008911133
mps-uncap,0.7,83.2068920135498,135.92147827148438,212.37850189208984
mps-uncap,0.1,21.288394927978516,37.88280487060547,35.2935791015625
mps-uncap,0.2,24.975299835205078,36.887168884277344,41.50676727294922
mps-uncap,0.3,25.862693786621094,45.83549499511719,51.66172981262207
mps-uncap,0.4,34.38615798950195,53.95197868347168,55.30691146850586
