mode,load,0_alexnet-32,1_inception_v3-2,2_vgg11-32
mps-uncap,0.8,63.87310028076172,74.88248348236085,120.82576751708984
mps-uncap,0.9,916.4712429046631,288.4947776794434,1306.9435596466064
mps-uncap,1.0,6708.449363708496,243.2072162628174,4685.740923881532
mps-uncap,0.5,9.244346618652356,8.866572380065922,19.379854202270508
mps-uncap,0.6,12.336969375610352,13.059878349304203,31.847047805786143
mps-uncap,0.7,20.071196556091312,19.985580444335938,53.4257173538208
mps-uncap,0.1,0.059723854064941406,0.051379203796386726,0.3989458084106571
mps-uncap,0.2,1.9806385040283336,0.057172775268554694,7.874822616577148
mps-uncap,0.3,2.9369115829467782,0.0543355941772461,10.40382385253906
mps-uncap,0.4,5.5470943450927725,5.443477630615238,12.738823890686044
