mode,load,0_alexnet-32,1_inception_v3-2,2_vgg11-32
mps-uncap,0.8,2.6459693908691406,8.852720260620117,11.024236679077148
mps-uncap,0.9,2.6552677154541016,8.974075317382812,11.306047439575195
mps-uncap,1.0,2.640962600708008,13.27061653137207,12.006044387817383
mps-uncap,0.5,2.6445388793945312,8.675336837768555,10.954856872558594
mps-uncap,0.6,2.6297569274902344,8.614063262939453,10.956287384033203
mps-uncap,0.7,2.630949020385742,8.452177047729492,11.009693145751953
mps-uncap,0.1,2.6662349700927734,9.615182876586914,10.894298553466797
mps-uncap,0.2,2.6557445526123047,9.858369827270508,10.894060134887695
mps-uncap,0.3,2.634763717651367,8.736848831176758,10.865449905395508
mps-uncap,0.4,2.4864673614501953,8.784770965576172,10.829448699951172
