mode,load,0_alexnet-32,1_inception_v3-2,2_vgg11-32
mps-uncap,0.8,11.72933578491211,44.31126117706299,14.934539794921875
mps-uncap,0.9,10.742044448852539,46.361398696899414,14.943170547485352
mps-uncap,1.0,10.556030273437502,41.672635078430176,14.25623893737793
mps-uncap,0.5,11.45296096801758,26.341080665588382,14.809370040893555
mps-uncap,0.6,11.720228195190431,28.261351585388187,14.722919464111328
mps-uncap,0.7,11.83004379272461,34.87131595611572,14.672422409057619
mps-uncap,0.1,5.993127822875977,20.573878288269043,17.38121509552002
mps-uncap,0.2,8.316564559936525,22.80445098876953,14.680862426757814
mps-uncap,0.3,9.349513053894045,23.627114295959473,14.817929267883299
mps-uncap,0.4,10.622024536132812,24.294805526733402,14.831399917602543
