mode,load,0_alexnet-32,1_inception_v3-2,2_vgg11-32
mps-uncap,0.8,4.810810089111328,30.93695640563965,13.586282730102539
mps-uncap,0.9,8.83626937866211,41.817665100097656,13.906478881835938
mps-uncap,1.0,8.470535278320312,38.30087184906006,13.890385627746582
mps-uncap,0.5,4.098296165466309,15.209794044494629,12.47549057006836
mps-uncap,0.6,4.647970199584961,16.063451766967773,12.80522346496582
mps-uncap,0.7,4.8236846923828125,20.03002166748047,13.191461563110352
mps-uncap,0.1,4.8465728759765625,19.511938095092773,13.245820999145508
mps-uncap,0.2,4.767179489135742,19.32811737060547,13.024330139160156
mps-uncap,0.3,4.764199256896973,18.202543258666992,12.482047080993652
mps-uncap,0.4,4.015207290649414,15.745401382446289,12.22527027130127
