mode,load,0_alexnet-32,1_inception_v3-2,2_vgg11-32
mps-uncap,0.8,0.010967254638671875,0.012159347534179688,0.009775161743164062
mps-uncap,0.9,0.011205673217773438,0.01239776611328125,0.011444091796875
mps-uncap,1.0,0.012159347534179688,0.01239776611328125,0.011920928955078125
mps-uncap,0.5,0.0095367431640625,0.011920928955078125,0.011205673217773438
mps-uncap,0.6,0.0095367431640625,0.011920928955078125,0.011444091796875
mps-uncap,0.7,0.009298324584960938,0.011920928955078125,0.011205673217773438
mps-uncap,0.1,0.01430511474609375,0.018835067749023438,0.012159347534179688
mps-uncap,0.2,0.011682510375976562,0.016450881958007812,0.011444091796875
mps-uncap,0.3,0.010967254638671875,0.013113021850585938,0.011205673217773438
mps-uncap,0.4,0.010728836059570312,0.01239776611328125,0.010728836059570312
