mode,load,0_alexnet-32,1_inception_v3-2,2_vgg11-32
mps-uncap,0.8,17.251968383789062,52.59418487548828,18.96524429321289
mps-uncap,0.9,16.128063201904297,53.00498008728027,18.02849769592285
mps-uncap,1.0,16.526460647583008,49.01766777038574,18.203020095825195
mps-uncap,0.5,16.685962677001953,45.66478729248047,18.755435943603516
mps-uncap,0.6,16.643285751342773,41.458845138549805,19.047260284423828
mps-uncap,0.7,17.227888107299805,41.12696647644043,19.255399703979492
mps-uncap,0.1,21.039962768554688,25.546789169311523,23.863792419433594
mps-uncap,0.2,16.590118408203125,29.952526092529297,18.198013305664062
mps-uncap,0.3,15.985965728759766,33.07914733886719,17.880678176879883
mps-uncap,0.4,16.293048858642578,35.38703918457031,19.345521926879883
