mode,load,0_alexnet-32,1_inception_v3-2,2_vgg11-32
mps-uncap,0.8,15.641212463378906,3.7453174591064453,35.063743591308594
mps-uncap,0.9,547.7495193481445,59.95631217956543,1113.4685277938843
mps-uncap,1.0,3398.4546661376953,65.37210941314697,2520.878553390503
mps-uncap,0.5,0.026941299438476562,0.025510787963867188,0.14591217041015625
mps-uncap,0.6,0.5557537078857422,0.022172927856445312,6.149053573608398
mps-uncap,0.7,4.160523414611816,0.022411346435546875,12.35508918762207
mps-uncap,0.1,0.0400543212890625,0.042319297790527344,0.04017353057861328
mps-uncap,0.2,0.028133392333984375,0.042438507080078125,0.028371810913085938
mps-uncap,0.3,0.02765655517578125,0.03147125244140625,0.028371810913085938
mps-uncap,0.4,0.026226043701171875,0.030040740966796875,0.027298927307128906
