mode,load,0_alexnet-32,1_inception_v3-2,2_vgg11-32
mps-uncap,0.8,134.63926315307617,220.11303901672363,224.0431308746338
mps-uncap,0.9,1211.7679119110107,721.7068672180176,1587.5754356384277
mps-uncap,1.0,7502.13885307312,480.6487560272217,5413.240432739258
mps-uncap,0.5,44.11172866821289,49.71718788146973,53.827762603759766
mps-uncap,0.6,73.84753227233887,51.55205726623535,122.08127975463867
mps-uncap,0.7,75.11305809020996,111.20271682739258,198.05550575256348
mps-uncap,0.1,16.1590576171875,22.040605545043945,18.284320831298828
mps-uncap,0.2,16.081571578979492,18.483877182006836,28.87105941772461
mps-uncap,0.3,17.679452896118164,31.501054763793945,39.078474044799805
mps-uncap,0.4,31.707286834716797,35.082340240478516,43.19024085998535
