mode,load,0_alexnet-32,1_inception_v3-2,2_vgg11-32
mps-uncap,0.8,22.702932357788086,41.54706001281738,49.039363861083984
mps-uncap,0.9,554.8186302185059,98.89960289001465,1127.6458501815796
mps-uncap,1.0,3405.84397315979,102.80752182006836,2534.7436666488647
mps-uncap,0.5,6.054162979125977,17.030954360961914,15.109539031982422
mps-uncap,0.6,8.318662643432617,18.30005645751953,18.932104110717773
mps-uncap,0.7,11.580824851989746,23.76997470855713,25.604844093322754
mps-uncap,0.1,4.91940975189209,19.834041595458984,13.3134126663208
mps-uncap,0.2,4.845619201660156,19.51122283935547,13.25845718383789
mps-uncap,0.3,4.8111677169799805,18.640875816345215,13.33308219909668
mps-uncap,0.4,4.909276962280273,16.60454273223877,13.540148735046387
