mode,load,0_densenet121-32,1_densenet161-8,2_resnet18-2
mps-uncap,0.8,1110.7352451596455,219.93773065472288,444.7905686972062
mps-uncap,0.9,1264.4466854993184,258.7927428704952,485.02115314280064
mps-uncap,1.0,1272.4510955596081,257.91058259013596,483.4240917279907
mps-uncap,0.5,719.394012058061,146.77252126568598,278.9332939626181
mps-uncap,0.6,849.3060115977096,167.35491192806552,331.63076566425156
mps-uncap,0.7,967.9243467482769,195.01530592967808,390.9123862349275
mps-uncap,0.1,133.33091156186146,31.98519689367821,55.4924721783447
mps-uncap,0.2,280.7624502407555,59.469570561705765,113.49919718194482
mps-uncap,0.3,409.91626206246724,93.41794735079554,165.79559255278815
mps-uncap,0.4,566.2156515414234,113.49922013165236,226.45343487185474
